0.08581868,0.06956076,-0.00626738,0.02284005,0.0062539,0.02088265,0.00681594,0.03019883,0.01052148,0.03601439,0.03524601,0.05740665,0.01858888,0.02472492,-0.03274779,0.00925395,0.01758266,0.00930652,0.01060399,1
0.02058054,0.01700398,0.02466173,0.02217295,0.0262041,0.02225054,0.01808146,0.01816145,0.01657698,0.01797662,0.02266764,0.00768735,0.01260805,-0.01065359,0.01659177,0.01377605,0.02324267,0.02300398,0.02240049,1
-0.22229356,-0.2303381,-0.23344857,-0.24454243,-0.24291911,-0.23865141,-0.24001977,-0.24523201,-0.24177191,-0.23767576,-0.21975991,-0.23240457,-0.22911207,-0.23343072,-0.23111052,-0.23656425,-0.23979365,-0.23465977,-0.23762059,1
-0.15984434,0.11816128,0.03203856,0.03843214,-0.01723519,0.00834198,-0.01003768,0.0114517,-0.00253549,-0.01658133,-0.03832667,0.02208106,-0.02342356,0.0136426,-0.02239975,0.00233477,0.07697119,-0.03100333,-0.0020677,1
-0.91340548,-0.03164847,0.17570498,0.29583673,0.04472084,0.07129974,-0.10831498,0.08685746,0.04643259,-0.0304101,0.17327495,-0.04057574,0.01867775,0.04105783,-0.14992196,0.01558789,0.12820065,0.16855353,0.00807168,1
0.00727728,-0.00474452,-0.00397314,-0.00625152,-0.00839637,0.00636858,-0.01234297,0.00133341,0.00595731,-0.01115153,0.01350801,-0.01179786,0.01692632,-0.00029594,0.00019768,0.00123638,0.00032386,0.00244881,0.00337622,1
-0.01063102,-0.05038695,-0.01602332,0.00871081,-0.01158395,0.01617191,0.01943012,0.02358171,0.00285128,0.00621218,-0.01760895,-0.0107364,-0.00729896,0.02591448,0.01063801,0.01959043,-0.01780392,0.00237269,0.00659978,1
0.01838328,0.08005942,0.14648752,0.12791479,0.07898058,0.10889798,0.04774335,0.01259066,-0.28065998,-0.08843564,-0.47380755,0.12505894,-0.07636981,-0.17848608,0.12205159,0.12889649,0.07365648,-0.02070666,0.0477446,1
0.01495178,-0.12273944,0.00829528,0.00363566,0.01418095,0.00721804,0.00733433,0.00866694,0.01672504,0.00952076,0.00745873,-0.01431247,-0.00323011,0.00151076,0.00656582,0.00321299,0.00775396,0.00834618,0.0149046,1
0.01192627,0.00915844,-0.00051195,0.00585412,-0.00220382,-0.00211059,-0.00186927,0.00190338,-0.00139606,-0.0013124,0.00252629,0.00509209,-0.0031623,-0.00649453,0.00383208,-0.00110939,0.01140541,0.00014217,-0.03166972,1
-0.1676176,-0.54252312,0.29594069,0.09936402,0.26373245,0.23266076,-0.05764307,-0.10142664,0.16603848,-0.45238749,-0.0150166,-0.12158152,-0.19798763,0.21485832,0.20274501,-0.31227445,0.2382393,0.19246158,0.06241723,1
